"date","hydroperiod","discharge"
2012-10-17,"fall",1.68504
2012-10-18,"fall",1.68504
2012-10-19,"fall",1.61424
2012-10-20,"fall",1.58592
2012-10-21,"fall",1.64256
2012-10-22,"fall",1.58592
2012-10-23,"fall",1.6284
2012-10-24,"fall",1.6284
2012-10-25,"fall",1.65672
2012-10-26,"fall",1.67088
2012-10-27,"fall",1.6992
2012-10-28,"fall",1.78416
2012-10-29,"fall",1.81248
2012-10-30,"fall",1.8408
2012-10-31,"fall",1.78416
2012-11-01,"fall",1.75584
2012-11-02,"fall",1.71336
2012-11-03,"fall",1.78416
2012-11-04,"fall",1.88328
2012-11-05,"fall",1.92576
2012-11-06,"fall",1.95408
2012-11-07,"fall",1.92576
2012-11-08,"fall",1.96824
2012-11-09,"fall",2.01072
2012-11-10,"fall",2.09568
2012-11-11,"fall",2.16648
2012-11-12,"fall",2.2656
2012-11-13,"fall",2.32224
2012-11-14,"fall",2.25144
2012-11-15,"fall",2.22312
2012-11-16,"fall",2.22312
2012-11-17,"fall",2.15232
2012-11-18,"fall",2.25144
2012-11-19,"fall",2.29392
2012-11-20,"fall",2.30808
2012-11-21,"fall",2.29392
2012-11-22,"fall",2.29392
2012-11-23,"fall",2.2656
2012-11-24,"fall",2.18064
2012-11-25,"fall",2.15232
2012-11-26,"fall",2.18064
2012-11-27,"fall",2.16648
2012-11-28,"fall",2.25144
2012-11-29,"fall",2.1948
2012-11-30,"fall",2.124
2012-12-01,"winter",2.1948
2012-12-02,"winter",2.3364
2012-12-03,"winter",2.32224
2012-12-04,"winter",2.57712
2012-12-05,"winter",2.5488
2012-12-06,"winter",2.5488
2012-12-07,"winter",2.53464
2012-12-08,"winter",2.5488
2012-12-09,"winter",2.60544
2012-12-10,"winter",2.6196
2012-12-11,"winter",2.64792
2012-12-12,"winter",2.7612
2012-12-13,"winter",2.80368
2012-12-14,"winter",3.03024
2012-12-15,"winter",3.2568
2012-12-16,"winter",3.34176
2012-12-17,"winter",3.35592
2012-12-18,"winter",3.10104
2012-12-19,"winter",3.01608
2012-12-20,"winter",2.94528
2012-12-21,"winter",2.9736
2012-12-22,"winter",2.91696
2012-12-23,"winter",2.9028
2012-12-24,"winter",2.88864
2012-12-25,"winter",2.88864
2012-12-26,"winter",2.87448
2012-12-27,"winter",2.87448
2012-12-28,"winter",2.84616
2012-12-29,"winter",2.80368
2012-12-30,"winter",2.81784
2012-12-31,"winter",2.81784
2013-01-01,"winter",2.80368
2013-01-02,"winter",2.78952
2013-01-03,"winter",2.7612
2013-01-04,"winter",2.7612
2013-01-05,"winter",2.7612
2013-01-06,"winter",2.7612
2013-01-07,"winter",2.7612
2013-01-08,"winter",2.73288
2013-01-09,"winter",2.71872
2013-01-10,"winter",2.6904
2013-01-11,"winter",2.6904
2013-01-12,"winter",2.66208
2013-01-13,"winter",2.67624
2013-01-14,"winter",2.6904
2013-01-15,"winter",2.70456
2013-01-16,"winter",2.6904
2013-01-17,"winter",2.71872
2013-01-18,"winter",2.6904
2013-01-19,"winter",2.66208
2013-01-20,"winter",2.66208
2013-01-21,"winter",2.64792
2013-01-22,"winter",2.66208
2013-01-23,"winter",2.63376
2013-01-24,"winter",2.64792
2013-01-25,"winter",2.6904
2013-01-26,"winter",2.95944
2013-01-27,"winter",71.6496
2013-01-28,"winter",147.264
2013-01-29,"winter",40.2144
2013-01-30,"winter",13.60776
2013-01-31,"winter",9.1332
2013-02-01,"winter",7.46232
2013-02-02,"winter",6.69768
2013-02-03,"winter",6.31536
2013-02-04,"winter",6.07464
2013-02-05,"winter",5.76312
2013-02-06,"winter",5.42328
2013-02-07,"winter",5.01264
2013-02-08,"winter",4.65864
2013-02-09,"winter",4.4604
2013-02-10,"winter",4.1064
2013-02-11,"winter",3.66744
2013-02-12,"winter",3.3276
2013-02-13,"winter",3.12936
2013-02-14,"winter",3.00192
2013-02-15,"winter",2.93112
2013-02-16,"winter",3.01608
2013-02-17,"winter",3.78072
2013-02-18,"winter",4.57368
2013-02-19,"winter",4.3188
2013-02-20,"winter",3.99312
2013-02-21,"winter",3.8232
2013-02-22,"winter",3.41256
2013-02-23,"winter",3.15768
2013-02-24,"winter",2.9736
2013-02-25,"winter",2.98776
2013-02-26,"winter",2.93112
2013-02-27,"winter",2.81784
2013-02-28,"winter",2.7612
2013-03-01,"winter",2.64792
2013-03-02,"winter",2.52048
2013-03-03,"winter",2.91696
2013-03-04,"winter",4.00728
2013-03-05,"winter",5.63568
2013-03-06,"winter",5.96136
2013-03-07,"winter",5.9472
2013-03-08,"winter",6.726
2013-03-09,"winter",9.2748
2013-03-10,"winter",8.2128
2013-03-11,"winter",14.3016
2013-03-12,"winter",19.3992
2013-03-13,"winter",23.0808
2013-03-14,"winter",16.992
2013-03-15,"winter",13.86264
2013-03-16,"winter",11.55456
2013-03-17,"winter",9.85536
2013-03-18,"winter",7.97208
2013-03-19,"spring",6.2304
2013-03-20,"spring",5.21088
2013-03-21,"spring",4.50288
2013-03-22,"spring",3.86568
2013-03-23,"spring",3.28512
2013-03-24,"spring",2.91696
2013-03-25,"spring",2.63376
2013-03-26,"spring",2.43552
2013-03-27,"spring",2.18064
2013-03-28,"spring",2.02488
2013-03-29,"spring",1.86912
2013-03-30,"spring",1.6992
2013-03-31,"spring",1.75584
2013-04-01,"spring",1.72752
2013-04-02,"spring",1.58592
2013-04-03,"spring",1.5576
2013-04-04,"spring",1.57176
2013-04-05,"spring",1.5576
2013-04-06,"spring",1.51512
2013-04-07,"spring",1.4868
2013-04-08,"spring",1.44432
2013-04-09,"spring",1.57176
2013-04-10,"spring",1.79832
2013-04-11,"spring",1.82664
2013-04-12,"spring",1.65672
2013-04-13,"spring",1.57176
2013-04-14,"spring",1.50096
2013-04-15,"spring",1.45848
2013-04-16,"spring",1.43016
2013-04-17,"spring",1.44432
2013-04-18,"spring",1.44432
2013-04-19,"spring",1.389096
2013-04-20,"spring",1.44432
2013-04-21,"spring",1.43016
2013-04-22,"spring",1.33812
2013-04-23,"spring",1.367856
2013-04-24,"spring",1.308384
2013-04-25,"spring",1.298472
2013-04-26,"spring",1.356528
2013-04-27,"spring",1.31688
2013-04-28,"spring",1.319712
2013-04-29,"spring",1.3806
2013-04-30,"spring",1.3452
2013-05-01,"spring",1.336704
2013-05-02,"spring",1.277232
2013-05-03,"spring",1.236168
2013-05-04,"spring",1.19652
2013-05-05,"spring",1.222008
2013-05-06,"spring",1.24608
2013-05-07,"spring",1.33104
2013-05-08,"spring",1.32396
2013-05-09,"spring",1.31688
2013-05-10,"spring",1.301304
2013-05-11,"spring",1.197936
2013-05-12,"spring",1.129968
2013-05-13,"spring",1.110144
2013-05-14,"spring",1.163952
2013-05-15,"spring",1.162536
2013-05-16,"spring",1.095984
2013-05-17,"spring",1.01952
2013-05-18,"spring",0.937392
2013-05-19,"spring",0.952968
2013-05-20,"spring",0.94164
2013-05-21,"spring",0.958632
2013-05-22,"spring",1.022352
2013-05-23,"spring",0.790128
2013-05-24,"spring",0.733488
2013-05-25,"spring",0.717912
2013-05-26,"spring",0.788712
2013-05-27,"spring",0.788712
2013-05-28,"spring",0.851016
2013-05-29,"spring",0.876504
2013-05-30,"spring",1.0266
2013-05-31,"spring",0.97704
2013-06-01,"summer",0.855264
2013-06-02,"summer",0.89916
2013-06-03,"summer",0.957216
2013-06-04,"summer",0.93456
2013-06-05,"summer",0.897744
2013-06-06,"summer",0.826944
2013-06-07,"summer",0.746232
2013-06-08,"summer",0.72216
2013-06-09,"summer",0.638616
2013-06-10,"summer",0.583392
2013-06-11,"summer",0.543744
2013-06-12,"summer",0.427632
2013-06-13,"summer",0.41064
2013-06-14,"summer",0.451704
2013-06-15,"summer",0.390816
2013-06-16,"summer",0.370992
2013-06-17,"summer",0.351168
2013-06-18,"summer",0.40356
2013-06-19,"summer",0.430464
2013-06-20,"summer",0.414888
2013-06-21,"summer",0.379488
2013-06-22,"summer",0.464448
2013-06-23,"summer",0.414888
2013-06-24,"summer",0.358248
2013-06-25,"summer",0.3894
2013-06-26,"summer",0.393648
2013-06-27,"summer",0.402144
2013-06-28,"summer",0.402144
2013-06-29,"summer",0.433296
2013-06-30,"summer",0.423384
2013-07-01,"summer",0.43896
2013-07-02,"summer",0.437544
2013-07-03,"summer",0.529584
2013-07-04,"summer",1.030848
2013-07-05,"summer",1.10448
2013-07-06,"summer",0.971376
2013-07-07,"summer",0.846768
2013-07-08,"summer",0.80712
2013-07-09,"summer",0.77172
2013-07-10,"summer",0.666936
2013-07-11,"summer",0.676848
2013-07-12,"summer",2.59128
2013-07-13,"summer",2.59128
2013-07-14,"summer",2.124
2013-07-15,"summer",1.81248
2013-07-16,"summer",1.82664
2013-07-17,"summer",1.74168
2013-07-18,"summer",1.9824
2013-07-19,"summer",1.86912
2013-07-20,"summer",1.72752
2013-07-21,"summer",1.96824
2013-07-22,"summer",1.93992
2013-07-23,"summer",1.88328
2013-07-24,"summer",1.9824
2013-07-25,"summer",1.82664
2013-07-26,"summer",1.6992
2013-07-27,"summer",1.77
2013-07-28,"summer",2.13816
2013-07-29,"summer",2.478
2013-07-30,"summer",3.24264
2013-07-31,"summer",4.40376
2013-08-01,"summer",3.21432
2013-08-02,"summer",2.36472
2013-08-03,"summer",1.86912
2013-08-04,"summer",1.54344
2013-08-05,"summer",1.312632
2013-08-06,"summer",1.226256
2013-08-07,"summer",1.3098
2013-08-08,"summer",1.414584
2013-08-09,"summer",1.356528
2013-08-10,"summer",1.100232
2013-08-11,"summer",0.923232
2013-08-12,"summer",0.875088
2013-08-13,"summer",0.862344
2013-08-14,"summer",0.756144
2013-08-15,"summer",0.640032
2013-08-16,"summer",0.65844
2013-08-17,"summer",0.546576
2013-08-18,"summer",0.632952
2013-08-19,"summer",0.817032
2013-08-20,"summer",0.94872
2013-08-21,"summer",0.890664
2013-08-22,"summer",0.98412
2013-08-23,"summer",1.179528
2013-08-24,"summer",1.350864
2013-08-25,"summer",1.96824
2013-08-26,"summer",2.09568
2013-08-27,"summer",2.10984
2013-08-28,"summer",2.22312
2013-08-29,"summer",2.25144
2013-08-30,"summer",9.82704
2013-08-31,"summer",15.7176
2013-09-01,"fall",10.35096
2013-09-02,"fall",6.06048
2013-09-03,"fall",4.8852
2013-09-04,"fall",4.21968
2013-09-05,"fall",3.6108
2013-09-06,"fall",3.03024
2013-09-07,"fall",2.81784
2013-09-08,"fall",2.9028
2013-09-09,"fall",8.01456
2013-09-10,"fall",7.63224
2013-09-11,"fall",13.35288
2013-09-12,"fall",14.3016
2013-09-13,"fall",10.98816
2013-09-14,"fall",6.42864
2013-09-15,"fall",4.78608
2013-09-16,"fall",5.33832
2013-09-17,"fall",4.30464
2013-09-18,"fall",3.4692
2013-09-19,"fall",3.17184
2013-09-20,"fall",2.88864
2013-09-21,"fall",2.57712
2013-09-22,"fall",2.4072
2013-09-23,"fall",2.29392
2013-09-24,"fall",2.20896
2013-09-25,"fall",2.06736
2013-09-26,"fall",1.95408
2013-09-27,"fall",1.85496
2013-09-28,"fall",1.77
2013-09-29,"fall",1.8408
2013-09-30,"fall",1.8408
2013-10-01,"fall",1.89744
2013-10-02,"fall",1.8408
2013-10-03,"fall",1.82664
2013-10-04,"fall",1.78416
2013-10-05,"fall",1.78416
2013-10-06,"fall",1.79832
2013-10-07,"fall",1.79832
2013-10-08,"fall",1.81248
2013-10-09,"fall",1.79832
2013-10-10,"fall",1.9116
2013-10-11,"fall",1.92576
2013-10-12,"fall",2.01072
2013-10-13,"fall",2.02488
2013-10-14,"fall",2.01072
2013-10-15,"fall",1.9824
2013-10-16,"fall",1.9824
2013-10-17,"fall",2.08152
2013-10-18,"fall",2.124
2013-10-19,"fall",2.01072
2013-10-20,"fall",1.99656
2013-10-21,"fall",1.9824
2013-10-22,"fall",1.99656
2013-10-23,"fall",2.02488
2013-10-24,"fall",2.09568
2013-10-25,"fall",2.09568
2013-10-26,"fall",2.0532
2013-10-27,"fall",2.06736
2013-10-28,"fall",2.09568
2013-10-29,"fall",2.16648
2013-10-30,"fall",2.29392
2013-10-31,"fall",2.2656
2013-11-01,"fall",2.25144
2013-11-02,"fall",2.30808
2013-11-03,"fall",2.37888
2013-11-04,"fall",2.39304
2013-11-05,"fall",2.44968
2013-11-06,"fall",2.42136
2013-11-07,"fall",2.4072
2013-11-08,"fall",2.42136
2013-11-09,"fall",2.3364
2013-11-10,"fall",2.37888
2013-11-11,"fall",2.4072
2013-11-12,"fall",2.36472
2013-11-13,"fall",2.27976
2013-11-14,"fall",2.32224
2013-11-15,"fall",2.29392
2013-11-16,"fall",2.44968
2013-11-17,"fall",2.5488
2013-11-18,"fall",2.6196
2013-11-19,"fall",2.80368
2013-11-20,"fall",2.7612
2013-11-21,"fall",2.78952
2013-11-22,"fall",3.20016
2013-11-23,"fall",3.85152
2013-11-24,"fall",4.47456
2013-11-25,"fall",3.95064
2013-11-26,"fall",3.56832
2013-11-27,"fall",3.4692
2013-11-28,"fall",3.35592
2013-11-29,"fall",3.27096
2013-11-30,"fall",3.186
2013-12-01,"winter",3.17184
2013-12-02,"winter",3.14352
2013-12-03,"winter",3.14352
2013-12-04,"winter",3.17184
2013-12-05,"winter",3.14352
2013-12-06,"winter",3.17184
2013-12-07,"winter",3.15768
2013-12-08,"winter",3.14352
2013-12-09,"winter",3.1152
2013-12-10,"winter",3.10104
2013-12-11,"winter",3.07272
2013-12-12,"winter",3.07272
2013-12-13,"winter",3.08688
2013-12-14,"winter",3.07272
2013-12-15,"winter",3.0444
2013-12-16,"winter",3.0444
2013-12-17,"winter",3.0444
2013-12-18,"winter",3.07272
2013-12-19,"winter",3.14352
2013-12-20,"winter",3.3276
2013-12-21,"winter",3.49752
2013-12-22,"winter",3.41256
2013-12-23,"winter",3.34176
2013-12-24,"winter",3.31344
2013-12-25,"winter",3.27096
2013-12-26,"winter",3.22848
2013-12-27,"winter",3.21432
2013-12-28,"winter",3.186
2013-12-29,"winter",3.186
2013-12-30,"winter",3.17184
2013-12-31,"winter",3.15768
2014-01-01,"winter",3.17184
2014-01-02,"winter",3.17184
2014-01-03,"winter",3.15768
2014-01-04,"winter",3.14352
2014-01-05,"winter",3.17184
2014-01-06,"winter",3.17184
2014-01-07,"winter",3.17184
2014-01-08,"winter",3.186
2014-01-09,"winter",3.17184
2014-01-10,"winter",3.14352
2014-01-11,"winter",3.0444
2014-01-12,"winter",3.07272
2014-01-13,"winter",3.05856
2014-01-14,"winter",3.10104
2014-01-15,"winter",3.08688
2014-01-16,"winter",3.0444
2014-01-17,"winter",3.00192
2014-01-18,"winter",3.00192
2014-01-19,"winter",3.0444
2014-01-20,"winter",3.05856
2014-01-21,"winter",3.08688
2014-01-22,"winter",3.1152
2014-01-23,"winter",3.12936
2014-01-24,"winter",3.1152
2014-01-25,"winter",3.10104
2014-01-26,"winter",3.14352
2014-01-27,"winter",3.1152
2014-01-28,"winter",3.15768
2014-01-29,"winter",3.186
2014-01-30,"winter",3.186
2014-01-31,"winter",3.186
2014-02-01,"winter",3.20016
2014-02-02,"winter",3.22848
2014-02-03,"winter",3.24264
2014-02-04,"winter",3.24264
2014-02-05,"winter",3.17184
2014-02-06,"winter",3.14352
2014-02-07,"winter",3.12936
2014-02-08,"winter",3.186
2014-02-09,"winter",3.186
2014-02-10,"winter",3.17184
2014-02-11,"winter",3.12936
2014-02-12,"winter",3.10104
2014-02-13,"winter",3.08688
2014-02-14,"winter",3.0444
2014-02-15,"winter",2.98776
2014-02-16,"winter",2.9028
2014-02-17,"winter",2.93112
2014-02-18,"winter",2.71872
2014-02-19,"winter",2.6904
2014-02-20,"winter",2.67624
2014-02-21,"winter",2.71872
2014-02-22,"winter",2.66208
2014-02-23,"winter",2.56296
2014-02-24,"winter",2.6904
2014-02-25,"winter",2.87448
2014-02-26,"winter",2.832
2014-02-27,"winter",2.84616
2014-02-28,"winter",2.71872
2014-03-01,"winter",3.00192
2014-03-02,"winter",24.2136
2014-03-03,"winter",35.4
2014-03-04,"winter",18.6912
2014-03-05,"winter",11.3988
2014-03-06,"winter",7.434
2014-03-07,"winter",5.33832
2014-03-08,"winter",4.19136
2014-03-09,"winter",3.54
2014-03-10,"winter",3.17184
2014-03-11,"winter",2.91696
2014-03-12,"winter",2.6904
2014-03-13,"winter",2.60544
2014-03-14,"winter",2.478
2014-03-15,"winter",2.35056
2014-03-16,"winter",2.22312
2014-03-17,"winter",2.23728
2014-03-18,"winter",2.22312
2014-03-19,"spring",2.20896
2014-03-20,"spring",2.1948
2014-03-21,"spring",2.18064
2014-03-22,"spring",2.16648
2014-03-23,"spring",2.06736
2014-03-24,"spring",1.89744
2014-03-25,"spring",1.72752
2014-03-26,"spring",1.81248
2014-03-27,"spring",1.78416
2014-03-28,"spring",1.72752
2014-03-29,"spring",1.65672
2014-03-30,"spring",1.65672
2014-03-31,"spring",1.57176
2014-04-01,"spring",1.6284
2014-04-02,"spring",1.47264
2014-04-03,"spring",1.6284
2014-04-04,"spring",1.64256
2014-04-05,"spring",1.60008
2014-04-06,"spring",1.65672
2014-04-07,"spring",1.6284
2014-04-08,"spring",1.58592
2014-04-09,"spring",1.57176
2014-04-10,"spring",1.57176
2014-04-11,"spring",1.47264
2014-04-12,"spring",1.44432
2014-04-13,"spring",1.54344
2014-04-14,"spring",1.51512
2014-04-15,"spring",1.44432
2014-04-16,"spring",1.50096
2014-04-17,"spring",1.4868
2014-04-18,"spring",1.44432
2014-04-19,"spring",1.50096
2014-04-20,"spring",1.60008
2014-04-21,"spring",1.58592
2014-04-22,"spring",1.51512
2014-04-23,"spring",1.43016
2014-04-24,"spring",1.326792
2014-04-25,"spring",1.212096
2014-04-26,"spring",1.248912
2014-04-27,"spring",1.58592
2014-04-28,"spring",1.77
2014-04-29,"spring",1.6992
2014-04-30,"spring",1.57176
2014-05-01,"spring",1.47264
2014-05-02,"spring",1.383432
2014-05-03,"spring",1.3098
2014-05-04,"spring",1.205016
2014-05-05,"spring",1.226256
2014-05-06,"spring",1.105896
2014-05-07,"spring",1.080408
2014-05-08,"spring",1.093152
2014-05-09,"spring",1.15404
2014-05-10,"spring",1.050672
2014-05-11,"spring",0.999696
2014-05-12,"spring",1.088904
2014-05-13,"spring",1.13988
2014-05-14,"spring",1.12572
2014-05-15,"spring",1.07616
2014-05-16,"spring",0.972792
2014-05-17,"spring",0.914736
2014-05-18,"spring",0.85668
2014-05-19,"spring",0.839688
2014-05-20,"spring",0.860928
2014-05-21,"spring",0.885
2014-05-22,"spring",0.875088
2014-05-23,"spring",0.818448
2014-05-24,"spring",0.804288
2014-05-25,"spring",0.87084
2014-05-26,"spring",0.921816
2014-05-27,"spring",0.994032
2014-05-28,"spring",0.916152
2014-05-29,"spring",0.815616
2014-05-30,"spring",0.753312
2014-05-31,"spring",0.797208
2014-06-01,"summer",0.719328
2014-06-02,"summer",0.68676
2014-06-03,"summer",0.787296
2014-06-04,"summer",0.720744
2014-06-05,"summer",0.655608
2014-06-06,"summer",0.638616
2014-06-07,"summer",0.631536
2014-06-08,"summer",0.662688
2014-06-09,"summer",0.598968
2014-06-10,"summer",0.542328
2014-06-11,"summer",0.570648
2014-06-12,"summer",0.557904
2014-06-13,"summer",0.532416
2014-06-14,"summer",0.51684
2014-06-15,"summer",0.624456
2014-06-16,"summer",0.668352
2014-06-17,"summer",0.606048
2014-06-18,"summer",0.547992
2014-06-19,"summer",0.504096
2014-06-20,"summer",0.54516
2014-06-21,"summer",0.52392
2014-06-22,"summer",0.536664
2014-06-23,"summer",0.543744
2014-06-24,"summer",0.59472
2014-06-25,"summer",0.624456
2014-06-26,"summer",0.465864
2014-06-27,"summer",0.44604
2014-06-28,"summer",0.4248
2014-06-29,"summer",0.436128
2014-06-30,"summer",0.532416
2014-07-01,"summer",0.546576
2014-07-02,"summer",0.514008
2014-07-03,"summer",0.397896
2014-07-04,"summer",0.46728
2014-07-05,"summer",0.536664
2014-07-06,"summer",0.645696
2014-07-07,"summer",0.834024
2014-07-08,"summer",1.190856
2014-07-09,"summer",1.329624
2014-07-10,"summer",1.270152
2014-07-11,"summer",1.09032
2014-07-12,"summer",1.120056
2014-07-13,"summer",1.039344
2014-07-14,"summer",1.032264
2014-07-15,"summer",1.40184
2014-07-16,"summer",1.43016
2014-07-17,"summer",1.45848
2014-07-18,"summer",1.244664
2014-07-19,"summer",1.060584
2014-07-20,"summer",0.958632
2014-07-21,"summer",0.918984
2014-07-22,"summer",0.846768
2014-07-23,"summer",0.848184
2014-07-24,"summer",0.80004
2014-07-25,"summer",1.72752
2014-07-26,"summer",1.18944
2014-07-27,"summer",1.268736
2014-07-28,"summer",1.349448
2014-07-29,"summer",1.3098
2014-07-30,"summer",1.29564
2014-07-31,"summer",1.172448
2014-08-01,"summer",1.03368
2014-08-02,"summer",1.250328
2014-08-03,"summer",1.52928
2014-08-04,"summer",1.75584
2014-08-05,"summer",1.8408
2014-08-06,"summer",1.6992
2014-08-07,"summer",1.318296
2014-08-08,"summer",1.103064
2014-08-09,"summer",0.996864
2014-08-10,"summer",0.907656
2014-08-11,"summer",1.002528
2014-08-12,"summer",1.9116
2014-08-13,"summer",2.09568
2014-08-14,"summer",3.80904
2014-08-15,"summer",3.3276
2014-08-16,"summer",2.59128
2014-08-17,"summer",2.15232
2014-08-18,"summer",1.89744
2014-08-19,"summer",3.6816
2014-08-20,"summer",5.91888
2014-08-21,"summer",6.40032
2014-08-22,"summer",10.46424
2014-08-23,"summer",5.90472
2014-08-24,"summer",4.54536
2014-08-25,"summer",3.49752
2014-08-26,"summer",3.05856
2014-08-27,"summer",14.07504
2014-08-28,"summer",14.3016
2014-08-29,"summer",6.3012
2014-08-30,"summer",4.06392
2014-08-31,"summer",3.08688
2014-09-01,"fall",2.53464
2014-09-02,"fall",2.09568
2014-09-03,"fall",1.6992
2014-09-04,"fall",1.57176
2014-09-05,"fall",1.6284
2014-09-06,"fall",1.77
2014-09-07,"fall",1.79832
2014-09-08,"fall",2.29392
2014-09-09,"fall",2.57712
2014-09-10,"fall",2.57712
2014-09-11,"fall",2.46384
2014-09-12,"fall",2.20896
2014-09-13,"fall",1.93992
2014-09-14,"fall",1.81248
2014-09-15,"fall",1.88328
2014-09-16,"fall",2.22312
2014-09-17,"fall",2.74704
2014-09-18,"fall",2.49216
2014-09-19,"fall",2.59128
2014-09-20,"fall",2.23728
2014-09-21,"fall",2.9736
2014-09-22,"fall",2.35056
2014-09-23,"fall",2.03904
2014-09-24,"fall",1.57176
2014-09-25,"fall",1.411752
2014-09-26,"fall",1.44432
2014-09-27,"fall",1.47264
2014-09-28,"fall",2.63376
2014-09-29,"fall",3.42672
2014-09-30,"fall",3.186
2014-10-01,"fall",2.478
2014-10-02,"fall",2.13816
2014-10-03,"fall",1.93992
2014-10-04,"fall",1.81248
2014-10-05,"fall",1.68504
2014-10-06,"fall",1.61424
2014-10-07,"fall",1.54344
2014-10-08,"fall",1.54344
2014-10-09,"fall",1.71336
2014-10-10,"fall",1.85496
2014-10-11,"fall",1.81248
2014-10-12,"fall",1.77
2014-10-13,"fall",1.74168
2014-10-14,"fall",1.68504
2014-10-15,"fall",1.64256
2014-10-16,"fall",1.6992
2014-10-17,"fall",1.72752
2014-10-18,"fall",1.75584
2014-10-19,"fall",1.75584
2014-10-20,"fall",1.79832
2014-10-21,"fall",1.77
2014-10-22,"fall",1.75584
2014-10-23,"fall",1.75584
2014-10-24,"fall",1.68504
2014-10-25,"fall",1.68504
2014-10-26,"fall",1.75584
2014-10-27,"fall",1.82664
2014-10-28,"fall",1.75584
2014-10-29,"fall",1.6284
2014-10-30,"fall",1.72752
2014-10-31,"fall",1.74168
2014-11-01,"fall",1.8408
2014-11-02,"fall",1.86912
2014-11-03,"fall",1.93992
2014-11-04,"fall",1.95408
2014-11-05,"fall",1.92576
2014-11-06,"fall",1.88328
2014-11-07,"fall",1.8408
2014-11-08,"fall",1.85496
2014-11-09,"fall",1.93992
2014-11-10,"fall",2.0532
2014-11-11,"fall",1.95408
2014-11-12,"fall",1.82664
2014-11-13,"fall",1.9116
2014-11-14,"fall",1.9824
2014-11-15,"fall",2.03904
2014-11-16,"fall",2.01072
2014-11-17,"fall",2.13816
2014-11-18,"fall",2.42136
2014-11-19,"fall",2.39304
2014-11-20,"fall",2.37888
2014-11-21,"fall",2.46384
2014-11-22,"fall",2.46384
2014-11-23,"fall",2.43552
2014-11-24,"fall",2.44968
2014-11-25,"fall",2.42136
2014-11-26,"fall",2.44968
2014-11-27,"fall",2.52048
2014-11-28,"fall",2.60544
2014-11-29,"fall",2.52048
2014-11-30,"fall",2.478
2014-12-01,"winter",2.49216
2014-12-02,"winter",2.64792
2014-12-03,"winter",2.7612
2014-12-04,"winter",3.12936
2014-12-05,"winter",3.65328
2014-12-06,"winter",4.1064
2014-12-07,"winter",3.44088
2014-12-08,"winter",3.12936
2014-12-09,"winter",3.0444
2014-12-10,"winter",2.95944
2014-12-11,"winter",2.93112
2014-12-12,"winter",2.86032
2014-12-13,"winter",2.91696
2014-12-14,"winter",3.1152
2014-12-15,"winter",3.97896
2014-12-16,"winter",3.65328
2014-12-17,"winter",3.35592
2014-12-18,"winter",3.22848
2014-12-19,"winter",3.186
2014-12-20,"winter",3.20016
2014-12-21,"winter",3.10104
2014-12-22,"winter",3.07272
2014-12-23,"winter",3.05856
2014-12-24,"winter",3.00192
2014-12-25,"winter",3.1152
2014-12-26,"winter",3.0444
2014-12-27,"winter",3.00192
2014-12-28,"winter",2.95944
2014-12-29,"winter",2.94528
2014-12-30,"winter",2.93112
2014-12-31,"winter",3.08688
2015-01-01,"winter",3.17184
2015-01-02,"winter",3.1152
2015-01-03,"winter",3.07272
2015-01-04,"winter",3.00192
2015-01-05,"winter",3.00192
2015-01-06,"winter",3.00192
2015-01-07,"winter",3.01608
2015-01-08,"winter",3.00192
2015-01-09,"winter",2.95944
2015-01-10,"winter",3.03024
2015-01-11,"winter",3.12936
2015-01-12,"winter",3.3276
2015-01-13,"winter",3.90816
2015-01-14,"winter",11.37048
2015-01-15,"winter",11.78112
2015-01-16,"winter",8.45352
2015-01-17,"winter",6.20208
2015-01-18,"winter",5.14008
2015-01-19,"winter",4.4604
2015-01-20,"winter",4.1064
2015-01-21,"winter",3.894
2015-01-22,"winter",3.70992
2015-01-23,"winter",3.58248
2015-01-24,"winter",3.44088
2015-01-25,"winter",3.31344
2015-01-26,"winter",3.20016
2015-01-27,"winter",3.15768
2015-01-28,"winter",3.08688
2015-01-29,"winter",3.07272
2015-01-30,"winter",3.2568
2015-01-31,"winter",7.23576
2015-02-01,"winter",30.1608
2015-02-02,"winter",14.5848
2015-02-03,"winter",9.204
2015-02-04,"winter",6.62688
2015-02-05,"winter",5.39496
2015-02-06,"winter",4.58784
2015-02-07,"winter",4.12056
2015-02-08,"winter",3.86568
2015-02-09,"winter",3.65328
2015-02-10,"winter",3.4692
2015-02-11,"winter",3.38424
2015-02-12,"winter",3.29928
2015-02-13,"winter",3.20016
2015-02-14,"winter",3.186
2015-02-15,"winter",3.03024
2015-02-16,"winter",2.95944
2015-02-17,"winter",2.832
2015-02-18,"winter",2.7612
2015-02-19,"winter",2.7612
2015-02-20,"winter",2.6904
2015-02-21,"winter",2.78952
2015-02-22,"winter",2.7612
2015-02-23,"winter",2.81784
2015-02-24,"winter",12.94224
2015-02-25,"winter",12.36168
2015-02-26,"winter",8.2836
2015-02-27,"winter",6.76848
2015-02-28,"winter",5.79144
2015-03-01,"winter",16.4256
2015-03-02,"winter",113.5632
2015-03-03,"winter",206.736
2015-03-04,"winter",77.0304
2015-03-05,"winter",39.648
2015-03-06,"winter",25.2048
2015-03-07,"winter",18.5496
2015-03-08,"winter",15.1512
2015-03-09,"winter",13.70688
2015-03-10,"winter",12.75816
2015-03-11,"winter",11.1156
